TQ,NDI,C,RDP,DPQ,OU,DFT,DFO
2,2259,3,44,3,2,1152,574
4,607,3,114,4,1,649,21
4,881,4,32,3,5,821,27
4,419,2,16,3,4,391,39
2,961,4,0,4,5,480,431
2,22,3,14,3,3,18,12
2,48,4,184,2,4,116,104
2,222,3,269,3,3,244,173
3,2427,5,384,4,4,1968,759
3,331,4,178,3,4,356,137
4,706,4,102,3,3,727,56
1,1406,2,98,4,5,449,738
4,26,2,166,3,3,172,14
4,1778,5,45,3,2,1640,91
4,31,4,259,3,1,261,8
4,339,1,55,3,1,354,11
2,2796,1,12,3,4,1404,1263
4,1341,2,46,4,3,1246,98
3,385,4,69,2,2,317,68
4,278,2,182,3,3,414,32
4,2365,1,45,3,1,2172,71
3,366,4,148,3,2,359,77
3,1970,1,23,3,5,1394,299
3,1023,4,83,4,3,772,233
4,1548,3,9,3,3,1401,109
3,68,2,33,3,2,70,15
4,1113,1,227,2,4,1205,121
5,1155,3,26,3,3,1063,82
4,225,4,219,1,2,399,22
3,1012,4,9,4,1,715,92
2,2940,2,56,3,2,1496,751
2,341,3,186,2,1,263,78
4,1076,5,38,2,4,1002,100
2,2754,3,35,3,3,1394,976
3,238,3,12,3,5,174,53
2,1477,3,82,3,5,781,544
2,1086,3,68,4,4,579,518
4,157,1,148,2,5,274,27
2,1094,4,185,2,2,640,319
1,202,2,56,4,2,77,90
4,1166,1,44,3,2,1088,60
3,781,4,178,4,3,670,202
4,253,2,309,3,2,506,28
2,903,2,107,2,4,504,456
1,404,2,50,4,5,136,286
3,1733,2,65,3,1,1260,161
4,1078,3,374,3,4,1309,128
3,1303,3,197,3,4,1050,404
4,295,2,96,2,3,351,27
2,329,3,77,2,2,202,101
4,234,4,17,4,1,225,7
4,366,2,128,2,2,444,25
4,2720,3,104,3,3,2538,200
3,380,4,160,3,1,378,48
4,2783,4,26,3,1,2527,84
3,2857,1,23,3,1,2019,258
3,1997,2,277,3,3,1585,483
2,704,5,52,2,1,377,113
1,1747,4,239,4,2,595,694
5,346,1,43,4,3,117,190
4,1411,4,12,3,2,1280,71
4,2936,3,3,2,5,2651,143
3,181,4,84,3,3,185,56
2,1538,4,73,4,2,804,402
2,1121,4,116,2,1,617,186
4,165,2,98,3,5,236,8
3,1181,3,30,4,3,848,254
2,486,4,13,2,2,249,124
3,2797,3,26,3,5,1976,423
4,27,2,63,3,5,80,5
2,93,3,273,4,2,182,92
5,300,5,147,2,2,223,111
2,353,1,931,3,5,642,321
2,2956,3,21,2,5,1486,743
3,2885,2,113,3,1,2099,269
2,2123,3,108,3,2,1115,556
2,269,2,44,2,5,156,78
2,1861,2,56,3,4,958,863
3,2230,3,36,4,1,1588,204
2,1133,4,254,4,3,694,484
3,2021,4,375,2,4,1673,650
3,2763,4,58,2,1,1977,253
2,1710,4,66,3,3,887,623
3,592,2,75,3,3,467,140
3,1037,4,35,3,4,748,291
3,135,4,19,4,3,107,32
1,1801,2,222,3,2,608,708
3,261,2,5,4,4,186,71
4,505,3,53,3,2,501,28
1,877,3,20,3,4,269,565
2,1974,3,142,3,2,1057,528
4,382,5,303,3,2,616,34
3,100,4,5,3,4,73,28
3,2202,4,47,3,3,1576,470
2,59,3,95,4,5,77,53
3,2901,2,44,4,5,2064,616
4,1149,3,206,3,3,1219,95
4,234,3,391,3,5,562,44
4,229,3,132,3,4,324,33
3,2765,4,50,4,4,1967,762
4,970,4,20,2,4,892,88
4,78,5,131,3,2,188,10
2,719,4,313,4,3,516,361
3,1297,2,152,3,1,1013,130
4,732,3,73,3,5,724,24
2,432,4,145,3,2,288,144
2,1065,3,93,3,4,579,520
4,223,4,343,3,4,508,52
2,827,4,21,3,5,423,382
2,13,4,44,2,4,28,26
4,2961,4,3,3,3,2666,208
2,1039,3,18,3,2,530,263
2,2400,3,38,3,2,1220,609
3,2331,4,86,3,1,1695,216
2,2440,4,232,3,5,1332,402
3,137,1,118,4,3,178,53
4,940,4,34,4,2,877,48
4,2652,1,43,3,4,2425,243
4,28,5,130,3,2,142,8
1,641,3,48,3,3,206,339
3,831,5,131,3,1,673,86
2,2477,5,87,3,1,1283,384
3,690,2,197,1,1,620,80
2,2958,1,14,4,1,1488,444
2,824,5,43,4,4,433,391
3,572,2,37,2,3,426,127
4,153,3,52,3,5,184,14
4,115,3,19,4,4,120,12
4,2784,3,22,2,3,2523,197
2,125,5,162,4,2,143,72
2,16,3,154,2,4,84,77
3,346,5,54,2,3,280,84
2,782,3,382,3,2,580,291
3,450,4,35,3,1,338,44
2,376,1,414,3,4,394,356
3,832,3,30,3,2,605,128
2,1556,3,7,3,4,781,704
4,1845,2,34,3,3,1692,130
4,6,4,111,4,1,105,3
2,101,4,23,3,3,61,44
3,142,4,42,3,1,128,16
2,75,4,12,3,4,43,39
5,351,2,97,4,1,223,67
5,13,5,113,3,5,63,19
2,2889,1,25,3,2,1457,730
5,87,1,44,2,5,65,33
2,2905,2,13,3,5,1458,732
3,1294,3,27,3,4,924,357
3,729,3,2,4,5,511,197
2,1190,5,90,3,4,640,576
2,1165,1,370,3,1,768,230
3,2999,1,96,2,5,2163,279
4,2417,3,62,4,4,2232,222
3,30,2,12,3,4,29,11
5,2944,2,189,3,1,2193,282
2,167,2,82,3,4,124,112
4,52,4,18,2,3,63,4
4,106,4,52,3,2,142,7
4,1012,3,136,3,3,1030,82
4,995,2,85,3,2,971,54
3,12,5,46,3,4,40,16
3,25,4,203,2,4,159,62
3,1369,3,91,4,3,1021,306
3,46,5,9,2,2,38,8
5,187,3,7,4,3,135,41
2,109,4,91,3,5,99,70
2,1713,1,181,4,3,950,660
3,2984,2,25,1,2,2103,453
5,1715,4,227,2,5,1358,292
3,470,4,485,3,3,668,200
3,430,3,80,2,4,355,139
2,115,2,3,3,2,59,29
4,2973,2,272,2,2,2921,162
3,631,2,248,4,4,615,237
4,460,3,29,3,2,440,24
2,37,3,47,3,3,41,30
4,1932,4,260,4,3,1969,156
4,2048,3,291,3,1,2107,69
1,238,2,462,4,2,209,244
3,675,4,100,3,4,542,209
5,767,3,10,3,2,544,116
4,1187,5,280,3,3,1318,104
2,1188,3,124,3,5,655,459
4,135,1,65,3,3,179,14
3,2271,2,88,4,5,1654,493
2,228,2,110,3,1,169,51
3,47,3,16,3,1,44,5
4,2895,4,912,3,1,3426,114
4,2900,4,1008,3,2,3516,196
2,637,4,209,4,3,421,298
5,192,2,70,3,3,131,91
4,2245,3,39,4,2,2057,113
1,1383,3,246,4,3,488,799
3,210,4,118,2,5,229,69
3,33,3,94,3,3,88,27
4,1276,4,17,2,4,1164,116
3,720,4,150,2,3,608,183
3,1779,4,298,3,2,1454,311
2,634,5,122,3,4,378,340
3,2203,3,317,3,2,1765,378
2,1947,2,46,3,4,997,895
2,2806,3,46,2,1,1423,431
4,167,1,115,3,1,253,8
5,2444,2,229,2,3,2404,188
4,93,4,0,3,2,83,5
3,34,1,18,3,4,36,14
3,536,5,9,2,5,382,146
4,313,3,65,3,4,340,34
3,2756,2,526,2,1,2295,296
3,2533,4,111,3,4,1847,716
3,710,3,117,3,1,579,74
1,1984,2,61,3,3,612,1004
2,2453,2,101,3,1,1275,384
4,2870,3,63,4,2,2635,148
4,544,5,16,3,4,503,51
4,2877,3,439,3,4,2983,299
3,35,1,5,3,1,27,3
2,507,4,76,2,5,292,87
4,1791,4,41,2,4,1649,164
3,175,2,127,3,1,211,27
4,159,5,59,3,4,196,19
4,325,3,10,3,4,301,30
4,2149,4,22,3,3,1953,152
2,648,1,46,3,5,348,241
4,9,4,7,3,5,14,1
3,1455,3,407,4,2,1305,278
1,185,3,322,2,1,151,106
2,298,2,25,3,1,161,48
2,2177,4,0,5,5,1090,325
1,1466,3,629,2,4,634,1313
3,160,3,344,3,2,351,76
4,516,4,123,3,1,575,19
5,918,4,398,3,2,1183,66
4,2513,1,69,3,3,2320,183
3,2848,2,52,3,2,2032,435
2,702,5,39,2,5,369,185
1,1996,1,97,3,4,624,1322
4,2114,4,18,2,2,1920,105
2,1318,2,15,4,4,665,602
2,881,2,500,3,3,689,482
2,2970,4,447,3,5,1703,1200
2,1121,3,210,3,5,666,465
2,2708,3,38,4,2,1375,685
4,922,5,180,2,2,992,54
3,1227,3,287,3,2,1060,227
1,1630,3,48,3,1,503,350
3,888,4,206,3,4,762,299
3,2366,4,192,3,4,1791,690
1,504,3,469,3,1,290,204
3,608,5,31,4,1,446,57
4,315,1,20,3,1,301,10
4,88,3,33,3,5,108,3
3,2859,3,160,3,5,2110,270
4,20,5,50,3,5,63,2
3,848,4,95,3,4,658,256
4,63,3,9,3,1,64,2
3,2933,2,31,3,1,2075,265
2,164,3,28,4,3,95,67
3,740,4,42,3,2,547,117
2,1724,2,29,2,2,877,438
4,2989,4,72,3,1,2750,93
4,454,3,240,3,3,624,48
4,86,5,75,2,5,144,11
4,57,3,214,4,4,243,25
2,802,5,100,3,5,451,406
1,988,3,108,3,4,328,690
3,692,5,16,3,1,496,63
2,653,4,0,3,5,324,98
3,27,2,109,4,2,95,20
5,240,4,76,4,4,221,85
3,2354,5,50,2,5,1685,646
2,635,4,167,3,2,401,200
3,944,2,18,4,2,673,144
2,2354,1,57,3,1,1203,362
3,100,2,58,2,5,110,14
4,536,3,488,3,2,920,52
3,2960,2,4,3,5,2076,444
2,1975,4,1,3,5,990,492
3,95,2,454,2,2,383,83
2,109,3,183,3,2,146,72
2,1795,3,560,4,2,1179,584
4,1168,4,110,3,5,1149,64
2,43,2,20,4,1,31,9
3,2140,3,63,3,2,1541,331
3,553,3,110,2,3,463,139
2,13,5,39,3,1,26,7
2,1999,5,228,3,4,1116,1001
2,913,2,38,3,1,472,144
2,1299,3,2,3,4,650,585
2,2797,5,22,3,4,1406,1268
4,2384,2,94,3,5,2231,222
2,13,2,5,4,5,9,8
2,23,3,94,3,2,58,29
2,771,2,207,3,2,487,245
4,2268,4,73,2,1,2107,70
3,2986,5,33,3,2,2110,453
2,56,4,83,3,1,69,21
3,2828,3,84,3,2,2033,438
4,1996,5,40,3,5,1832,102
4,311,2,265,3,3,518,40
3,1116,4,134,2,2,873,187
4,2482,2,100,3,2,2321,130
3,2278,4,42,3,2,1622,349
5,645,4,7,3,4,455,177
5,66,4,32,3,2,68,15
4,143,2,31,2,3,156,12
5,106,4,59,4,2,148,8
3,2148,3,330,3,1,1732,223
1,427,2,20,2,2,133,156
3,714,1,342,4,4,738,286
2,358,3,108,4,5,233,209
2,1008,4,14,3,4,511,461
4,124,1,42,2,3,149,11
3,1334,2,32,4,4,955,369
5,1176,3,3,3,4,825,318
2,254,4,26,4,4,140,125
2,2966,4,19,3,2,1494,745
4,2885,2,68,4,4,2660,264
2,374,4,15,4,3,195,136
2,272,3,19,4,2,145,73
3,1835,4,48,3,3,1318,395
3,1072,1,91,3,2,813,174
4,809,4,76,3,2,797,43
2,1970,3,142,2,2,1056,526
4,182,2,58,3,2,215,12
1,83,3,580,4,3,200,323
2,2659,3,17,2,5,1336,936
5,543,5,94,2,1,318,95
4,889,5,18,4,4,815,82
4,1261,3,43,4,2,1173,65
3,317,4,93,2,5,286,61
3,1019,4,30,3,5,733,157
3,412,5,47,4,3,321,96
4,253,3,107,3,1,323,11
2,657,4,14,3,2,335,167
3,887,2,366,3,4,875,340
1,435,3,187,3,4,187,390
4,2873,4,79,3,3,2652,209
3,379,4,78,4,4,319,124
3,327,5,148,4,2,332,71
2,28,4,361,3,1,194,58
2,120,5,25,3,3,72,50
2,49,4,28,4,1,38,11
4,1958,5,32,4,5,1792,59
4,85,3,65,3,3,134,11
4,193,5,144,2,5,303,23
3,5,4,36,3,4,28,11
2,2805,4,215,4,5,1506,1361
4,525,3,125,3,4,585,58
1,213,4,205,3,1,125,87
4,2871,3,403,3,1,2948,97
3,1409,5,25,4,2,1002,215
5,1830,2,493,3,4,1624,629
3,149,4,115,3,5,184,72
3,217,3,102,3,2,223,48
4,1092,3,109,3,2,1080,60
3,2473,5,119,4,1,1813,234
2,2369,1,49,2,4,1207,1090
3,589,3,359,1,3,664,199
2,2689,2,34,2,1,1363,408
3,42,4,163,2,5,143,18
4,2461,3,181,3,1,2376,80
2,1485,3,94,3,2,788,394
3,2863,4,93,2,3,2066,622
2,40,5,51,3,2,45,23
2,1228,4,51,3,4,638,577
5,1196,1,13,4,5,606,541
3,223,3,405,3,1,439,56
3,429,5,157,4,4,409,159
3,217,2,237,2,5,318,122
2,2759,4,159,2,5,1457,1315
4,2922,5,32,3,1,2659,89
4,1845,2,49,4,3,1704,133
5,12,3,42,4,3,48,4
3,2755,3,27,3,5,1950,580
3,1342,2,227,3,1,1097,142
3,12,4,120,3,5,92,12
4,2309,2,94,3,1,2161,72
3,676,4,47,2,3,505,152
2,1817,2,52,2,1,933,280
3,2753,3,94,4,3,1991,597
2,1337,4,37,3,1,686,207
3,404,3,8,3,5,288,36
4,1799,4,17,3,3,1636,125
3,106,4,66,3,1,120,15
2,84,3,20,3,1,51,15
2,2278,2,37,3,1,1159,346
4,55,4,629,3,1,615,20
4,927,4,66,1,3,895,68
4,2919,4,45,2,2,2663,150
4,851,3,67,3,2,825,46
3,1337,1,34,2,1,960,123
2,1443,4,323,3,5,879,267
3,2896,2,9,4,3,2039,605
2,982,2,70,4,5,526,367
3,509,2,137,3,3,451,136
1,79,1,115,4,4,58,122
3,2989,4,93,3,3,2155,649
2,359,2,119,3,2,239,119
2,126,1,48,3,5,87,43
4,395,3,105,2,5,449,25
4,432,2,37,3,5,422,23
3,842,3,0,3,4,589,227
3,675,4,193,4,2,608,130
4,1951,3,7,3,2,1763,97
1,470,1,438,3,3,272,445
3,203,5,5,4,5,145,44
3,816,3,28,3,5,591,177
2,357,4,25,3,1,191,57
4,2936,3,367,2,2,2971,166
4,567,4,35,2,3,540,43
1,1175,5,219,3,1,417,293
4,1371,5,134,3,2,1354,75
4,209,5,50,2,2,233,12
3,1613,4,40,3,5,1156,247
2,2908,4,9,3,2,1458,726
3,109,2,12,2,2,84,18
5,20,1,359,2,1,264,34
4,84,3,159,3,5,218,7
4,83,4,113,3,5,176,5
4,87,2,74,3,4,144,15
2,345,1,266,3,3,305,214
4,552,4,39,3,3,532,41
4,945,4,2,4,3,851,67
3,1172,2,53,4,5,859,256
2,2484,4,171,4,5,1331,924
3,425,1,11,4,2,305,65
4,1260,3,11,3,3,1143,89
2,1713,3,12,3,5,860,606
2,2887,4,40,4,5,1467,1021
4,46,3,357,3,2,362,20
2,1188,4,65,3,2,625,314
3,790,3,221,2,5,708,152
3,443,4,102,3,1,380,49
3,2799,3,42,3,4,1989,766
4,1584,1,105,4,1,1521,50
3,24,5,318,3,3,238,72
4,480,4,122,3,3,542,41
5,1571,2,315,2,3,1697,132
4,1879,1,51,3,2,1736,97
4,3,4,115,3,3,106,8
4,2976,3,10,4,1,2688,89
3,2471,5,28,2,4,1750,674
1,10,2,124,4,1,40,28
4,2256,5,343,4,4,2339,234
3,1792,3,248,3,2,1431,304
2,425,2,68,4,2,246,123
1,2652,1,459,4,5,933,1088
4,1044,1,14,3,2,952,52
3,2878,3,49,3,5,2051,437
3,40,3,30,2,5,48,11
3,712,1,109,3,4,575,221
3,509,2,0,3,5,356,137
4,112,5,78,3,4,171,17
2,626,3,15,3,2,320,160
4,2905,4,35,2,4,2647,263
2,718,4,95,2,4,406,366
2,2652,4,13,3,1,1333,400
2,503,5,95,3,2,299,149
3,1206,2,22,3,5,861,183
3,1563,4,54,3,5,1130,242
3,973,2,58,3,5,720,155
2,1178,3,94,3,3,636,445
3,2972,3,9,3,1,2083,268
4,1691,3,18,3,1,1534,52
1,610,5,68,3,3,203,332
2,1402,5,12,3,3,705,495
3,2404,3,4,3,5,1682,508
4,2702,2,93,2,3,2517,194
3,103,2,44,2,5,102,31
3,1783,3,150,3,1,1356,172
3,1525,5,155,2,4,1175,454
2,2879,2,111,3,2,1496,746
3,1510,3,97,3,4,1122,435
3,863,2,92,3,2,669,142
1,40,2,37,3,1,23,16
3,2301,5,93,3,5,1677,215
2,1784,4,36,4,3,910,636
2,556,4,179,2,3,367,257
4,2891,5,47,3,1,2642,88
3,1728,4,19,4,1,1223,158
1,186,3,51,3,4,71,149
5,875,3,79,3,3,285,467
4,2961,3,141,3,4,2790,281
2,751,4,26,4,1,388,116
3,584,4,4,3,5,412,52
3,1089,3,23,4,5,776,100
3,1726,5,54,4,3,1244,375
2,109,4,75,4,4,91,83
3,88,2,244,2,3,232,70
3,2044,1,6,2,1,1435,183
3,7,3,22,3,3,20,6
1,1312,1,48,3,4,407,855
3,2982,4,68,3,2,2133,459
2,581,4,83,3,5,332,166
4,488,3,159,3,4,583,57
3,16,3,37,3,4,37,14
2,300,5,320,4,4,309,279
5,1648,2,90,2,5,869,783
3,1245,2,29,3,1,892,114
3,265,4,169,2,3,304,90
2,1219,4,73,3,2,646,322
3,2214,4,168,4,3,1666,499
3,2759,3,6,2,4,1937,744
3,2792,5,55,3,2,1996,425
4,129,2,259,3,2,349,19
4,116,3,20,3,1,122,4
2,38,4,134,2,3,85,60
5,59,4,83,2,5,70,50
3,1137,3,78,2,1,847,110
4,627,3,127,2,2,678,37
4,220,2,216,2,5,391,22
2,2079,2,181,2,2,1132,566
2,953,2,114,2,4,532,481
3,169,3,255,3,4,296,115
4,1269,4,60,4,1,1196,39
4,1417,2,219,2,4,1471,148
2,1219,2,209,3,2,713,357
4,334,3,95,3,3,385,30
4,1529,2,195,3,3,1549,122
3,265,4,102,2,4,257,98
5,837,4,14,2,1,595,76
3,363,2,49,2,4,288,111
3,1900,3,77,2,2,1383,296
2,1463,3,4,2,4,732,661
2,1243,5,159,4,1,698,212
2,290,4,98,2,1,194,58
4,195,3,95,3,1,261,8
3,1410,4,463,3,2,1310,280
4,1735,2,89,3,3,1643,126
3,1765,1,19,3,3,1247,376
4,397,3,26,3,2,380,21
4,548,3,214,3,3,685,53
3,19,3,124,2,5,100,30
2,23,4,475,3,4,249,224
1,682,5,40,3,4,216,454
4,250,4,370,4,2,558,31
4,2428,4,33,3,1,2211,75
2,2250,3,46,4,4,1151,1029
3,1291,2,57,4,4,944,362
5,1078,2,26,3,3,772,232
3,467,4,52,3,5,363,109
4,779,2,9,4,4,708,71
3,37,3,12,4,4,34,13
5,410,4,112,3,2,365,78
2,343,4,13,3,2,177,89
4,634,4,79,3,4,642,63
4,6,2,14,3,4,17,2
3,757,5,27,4,4,548,212
4,835,3,87,3,3,828,65
3,2263,3,37,3,4,1609,621
3,1757,5,118,3,3,1311,395
4,82,2,99,3,4,162,17
2,2416,4,229,3,2,1321,661
4,540,5,84,3,3,562,43
3,2754,3,182,4,3,2050,620
3,28,1,345,2,4,261,100
2,1452,5,142,2,1,793,240
3,832,4,116,4,5,664,85
3,2812,4,304,4,2,2183,467
4,1213,4,14,3,5,1103,62
2,1642,4,66,5,2,854,427
3,1331,5,41,3,2,960,205
4,1397,1,212,2,5,1447,81
2,2599,2,7,3,2,1307,648
2,465,2,188,4,3,325,229
4,1627,3,31,3,2,1492,82
2,1107,3,108,4,2,606,305
3,1364,5,173,3,5,1076,230
2,1023,2,47,3,1,533,160
2,137,3,151,3,3,143,101
4,2992,3,79,3,1,2763,92
5,1860,1,95,2,2,1754,100
3,102,2,227,3,2,230,49
4,1002,5,267,4,1,1141,38
2,433,4,34,4,4,233,210
4,1696,4,190,3,1,1699,56
3,551,3,78,3,2,441,94
4,300,2,81,4,1,342,11
3,1057,3,67,3,4,784,306
4,469,3,193,2,1,596,19
3,365,4,255,4,3,433,130
3,365,5,34,3,1,280,35
4,1,4,44,2,2,40,2
3,1112,4,42,4,1,809,102
3,12,5,26,2,5,26,3
2,910,3,15,3,2,460,232
2,1163,3,174,3,3,668,468
4,1120,2,3,4,3,1010,79
3,1287,4,35,2,2,924,198
4,1136,4,15,3,2,1034,58
4,1693,5,27,3,5,1547,86
3,1814,3,56,3,4,1312,501
3,1234,4,2,2,5,865,334
5,2180,1,9,3,5,1531,592
5,295,2,128,2,2,296,63
3,2883,2,54,3,5,2057,437
2,2892,3,31,4,4,1464,1310
2,65,3,287,3,4,176,158
3,1027,3,99,4,4,789,303
3,470,2,44,3,4,359,139
3,514,4,53,3,1,397,51
4,1528,1,98,2,1,1462,49
3,1793,2,114,2,3,1334,401
3,998,2,45,2,1,729,94
4,287,3,47,3,3,300,23
2,1148,2,8,2,5,578,404
2,122,2,90,2,5,105,75
4,652,2,6,3,3,591,46
3,2804,2,68,3,2,2010,430
4,665,3,75,3,4,665,67
3,2824,3,43,3,1,2017,255
2,252,3,52,4,2,152,76
3,160,4,225,4,2,268,58
2,243,1,301,3,2,271,137
2,470,2,4,2,2,237,118
2,735,2,90,3,1,411,123
4,2326,3,63,3,2,2149,120
2,2760,2,28,2,2,1394,698
3,1001,5,176,3,4,823,318
3,20,3,78,2,4,68,27
2,2134,4,94,3,1,1114,331
2,51,3,41,4,3,46,32
3,1974,3,166,2,2,1498,319
1,296,3,251,2,2,164,191
4,1323,5,196,3,2,1367,76
3,1087,3,45,2,3,794,236
5,312,5,67,3,2,265,56
3,2790,2,17,2,5,1968,418
3,15,5,67,3,1,57,7
3,118,4,116,4,1,163,21
2,2094,3,29,3,4,1061,955
2,1127,2,18,3,5,573,515
3,574,3,54,3,2,438,95
2,2988,2,19,3,4,1502,1353
3,2169,3,73,2,3,1571,469
3,2285,2,157,4,3,1704,516
3,1738,4,8,2,5,1223,366
4,2947,5,186,4,4,2815,285
2,1234,3,102,3,3,668,466
2,1492,4,188,3,5,839,589
2,2903,2,71,3,3,1487,1037
3,241,3,118,3,3,251,75
3,1509,2,45,2,2,1088,232
3,51,3,67,2,4,82,32
4,158,3,26,4,2,165,9
4,69,2,48,3,4,105,10
2,242,2,47,3,2,144,72
3,1350,2,50,2,5,979,210
5,2413,4,32,2,1,1713,220
4,2405,4,21,3,5,2182,73
4,1256,5,160,3,5,1274,42
4,2948,3,191,3,1,2823,94
3,596,4,11,3,4,424,164
4,79,4,48,3,1,114,3
3,2583,2,15,2,5,1819,232
4,427,2,54,3,2,433,23
4,1444,3,136,2,3,1418,113
3,2458,3,46,3,4,1748,679
5,936,3,70,3,1,704,90
3,1731,5,402,3,4,1493,577
1,17,5,21,3,3,11,18
4,2479,5,80,2,4,2303,230
4,2594,5,13,3,3,2345,182
2,1138,2,186,2,3,661,464
3,2770,2,42,2,4,1966,761
5,436,4,46,4,4,337,130
3,33,3,1,3,2,23,5
3,2781,4,149,2,2,2050,441
2,1104,2,143,4,3,624,436
2,621,4,266,2,1,442,133
2,805,1,11,3,4,407,368
3,2486,5,131,4,4,1830,707
2,19,4,276,3,4,147,133
4,1015,2,62,3,2,969,54
3,1092,5,45,3,4,795,308
4,1351,3,43,4,1,1254,42
2,453,3,114,2,4,282,257
1,766,4,302,3,3,320,524
2,163,2,43,3,3,103,72
3,641,4,26,3,1,465,60
2,304,4,4,3,4,154,138
3,2065,2,46,3,1,1475,190
3,462,1,82,3,1,379,49
5,2500,3,44,3,4,1781,686
4,2920,5,68,2,1,2690,89
3,112,3,9,3,4,84,33
4,2827,3,44,3,3,2581,203
2,410,2,34,4,5,222,155
3,893,3,16,4,1,636,81
3,512,2,452,3,3,675,202
3,1580,4,108,3,1,1180,152
5,2919,3,167,3,4,2157,837
2,117,5,484,3,3,300,210
2,563,2,89,2,4,325,294
4,183,2,105,4,3,259,20
3,298,5,29,2,5,228,69
3,144,3,82,3,5,158,47
3,2194,4,35,4,1,1561,200
4,1005,5,606,3,2,1449,80
3,859,4,12,3,4,609,235
2,2268,5,3,3,1,1132,341
4,1210,3,50,2,5,1134,38
2,2979,4,324,3,1,1648,494
2,2222,3,196,3,5,1207,362
2,973,5,84,4,5,527,157
4,269,2,22,4,4,262,26
1,2856,4,144,3,5,897,1892
2,374,3,137,3,4,256,229
3,881,4,107,3,5,691,267
4,75,3,107,4,2,163,9
4,2444,1,88,3,4,2275,231
2,108,3,121,3,5,114,103
4,1914,4,231,3,4,1928,195
2,2160,3,122,3,3,1138,799
2,696,4,4,2,5,350,244
4,2543,4,26,3,4,2310,232
3,831,4,93,3,5,646,250
2,2916,5,217,3,4,1567,1409
3,90,3,146,3,5,165,63
2,2500,2,213,3,1,1360,405
1,2959,4,1734,4,2,1406,1644
3,420,3,48,4,5,327,70
3,2175,3,38,3,3,1549,464
3,268,3,19,3,3,200,60
4,590,2,23,3,5,552,42
4,131,5,21,3,3,136,11
3,596,1,152,3,2,524,112
2,2664,2,66,4,4,1361,1233
3,2789,5,96,4,3,2019,605
2,768,5,93,3,1,429,129
4,536,2,0,3,5,481,16
3,1990,5,248,3,5,1569,200
2,871,3,32,3,4,452,405
2,154,5,24,4,1,88,26
2,2366,1,302,3,3,1334,934
2,1183,4,263,3,2,724,360
1,2844,2,665,3,3,1055,1719
2,165,4,586,3,2,375,187
2,1904,3,120,4,1,1012,304
3,462,2,282,4,5,520,67
2,1096,2,58,3,4,575,521
2,2906,4,44,3,4,1480,1323
3,521,2,49,3,3,398,120
4,1757,4,50,3,4,1627,161
3,811,3,135,4,3,662,198
2,182,1,124,4,1,153,45
4,1055,2,24,2,3,971,75
4,1284,2,237,4,5,1367,108
3,97,2,1,2,5,68,21
4,65,2,44,4,1,98,3
4,2850,2,76,2,3,2631,206
4,798,4,29,3,2,745,41
3,1843,3,39,4,3,1322,390
2,669,4,0,3,1,333,100
2,1149,5,349,2,3,751,522
4,159,5,45,3,2,183,10
5,1279,3,10,4,3,1158,91
1,686,4,54,4,2,223,258
3,1122,1,62,2,3,828,249
4,189,3,22,3,5,190,14
3,2820,2,1,3,3,1971,595
1,1010,4,91,3,5,329,539
4,2496,3,95,3,5,2334,180
5,141,5,103,2,3,219,17
4,242,3,24,3,2,238,13
3,2054,3,176,2,1,1559,201
4,550,3,60,3,2,549,30
2,710,2,57,3,2,384,190
3,1907,4,53,2,4,1372,529
3,254,3,193,3,1,311,41
4,2962,3,139,4,4,2789,280
2,1637,4,52,3,4,844,759
4,71,1,99,3,3,153,11
4,31,3,104,3,5,121,9
4,935,3,344,3,5,1147,92
2,684,4,176,3,4,429,388
3,14,5,48,2,5,43,17
3,1378,3,412,1,3,1251,377
3,504,3,160,3,5,465,139
3,1033,2,139,4,4,820,316
2,2899,5,36,2,3,1467,1028
4,2980,4,12,3,1,2688,91
4,389,3,58,3,4,402,40
2,2862,4,362,3,2,1613,805
1,130,3,68,3,2,59,69
3,1863,3,309,2,3,1519,457
3,39,2,21,4,4,42,16
2,2983,2,473,3,4,1734,1548
4,498,4,96,3,3,535,41
2,809,2,275,2,2,541,271
4,739,3,67,3,4,725,72
4,2276,2,10,3,1,2055,69
3,660,3,10,4,5,467,60
4,572,3,100,2,5,604,20
5,1818,3,333,3,3,1935,151
3,1027,4,141,3,3,817,245
2,674,1,12,4,2,343,170
4,2899,3,57,3,4,2656,270
3,377,3,47,4,2,296,64
4,62,2,201,4,1,236,8
2,1768,2,78,3,3,923,646
2,2644,4,99,4,1,1373,411
2,176,3,171,3,5,173,52
3,85,4,139,3,1,157,20
3,947,4,9,2,4,669,257
4,2463,3,53,4,5,2267,224
2,392,2,219,4,5,304,276
3,2845,2,233,3,1,2154,278
4,339,1,313,2,5,586,19
3,1662,4,87,3,4,1223,473
2,921,3,25,3,4,471,427
4,2223,4,48,3,3,2044,158
4,2882,4,280,3,1,2843,95
1,2547,2,190,4,2,821,959
3,2864,2,38,3,2,2029,437
2,24,5,91,2,4,57,52
4,63,5,126,3,1,170,5
3,1315,3,70,5,5,968,124
2,1134,4,91,2,1,612,184
5,244,1,3,4,5,124,36
3,1476,5,13,2,2,1041,224
5,1005,4,31,2,2,724,156
4,2262,5,169,3,5,2188,121
3,266,3,325,2,4,413,160
2,964,4,43,3,2,504,251
1,2888,5,7,3,1,870,607
4,2767,2,176,3,4,2645,268
