TQ,DPQ,C,OU,DI,DFT,RD,DFO,DPQ2,C2,TQ2,OU2,DI2,DFT2,RD2,DFO2,DPQ3,C3,TQ3,OU3,DI3,DFT3,RD3,DFO3
3,2,1,3,9,6,3,2,2,1,3,3,3,2,1,0,2,1,3,3,1,0,1,0
4,3,2,3,6,5,1,0,3,2,4,3,1,0,1,0,3,2,4,3,1,0,1,0
4,3,3,3,8,7,1,0,3,3,4,3,1,0,1,0,3,3,4,3,1,0,1,0
2,3,1,2,4,1,3,1,3,1,2,2,3,1,2,1,3,1,2,2,2,1,1,0
2,4,4,1,8,3,5,1,4,4,2,1,5,2,3,0,4,4,2,1,3,1,2,0
3,2,3,2,13,9,4,1,2,3,3,2,4,2,2,1,2,3,3,2,2,1,1,0
1,4,1,0,5,1,4,0,4,1,1,0,4,1,3,0,4,1,1,0,3,0,3,0
1,2,2,4,12,3,9,8,2,2,1,4,9,2,7,6,2,2,1,4,7,2,5,4
4,1,4,4,26,23,3,2,1,4,4,4,3,2,1,0,1,4,4,4,1,0,1,0
2,1,1,4,9,4,5,4,1,1,2,4,5,2,3,2,1,1,2,4,3,1,2,1
4,3,0,3,5,4,1,0,3,0,4,3,1,0,1,0,3,0,4,3,1,0,1,0
1,4,4,1,9,2,7,2,4,4,1,1,7,2,5,1,4,4,1,1,5,1,4,1
4,4,3,0,14,12,2,0,4,3,4,0,2,1,1,0,4,3,4,0,1,0,1,0
4,4,2,3,1,0,1,0,4,2,4,3,1,0,1,0,4,2,4,3,1,0,1,0
1,3,2,3,12,3,9,6,3,2,1,3,9,2,7,4,3,2,1,3,7,2,5,3
4,1,2,3,17,15,2,1,1,2,4,3,2,1,1,0,1,2,4,3,1,0,1,0
1,3,1,3,5,1,4,2,3,1,1,3,4,1,3,2,3,1,1,3,3,0,3,2
2,4,4,2,1,0,1,0,4,4,2,2,1,0,1,0,4,4,2,2,1,0,1,0
0,2,1,1,6,0,6,1,2,1,0,1,6,0,6,1,2,1,0,1,6,0,6,1
1,2,2,3,16,4,12,8,2,2,1,3,12,3,9,6,2,2,1,3,9,2,7,4
4,4,0,0,10,9,1,0,4,0,4,0,1,0,1,0,4,0,4,0,1,0,1,0
1,3,1,2,11,3,8,3,3,1,1,2,8,2,6,3,3,1,1,2,6,1,5,2
2,0,2,0,16,8,8,0,0,2,2,0,8,4,4,0,0,2,2,0,4,2,2,0
1,0,0,1,2,0,2,0,0,0,1,1,2,0,2,0,0,0,1,1,2,0,2,0
4,2,1,3,2,1,1,0,2,1,4,3,1,0,1,0,2,1,4,3,1,0,1,0
0,4,2,2,11,1,10,4,4,2,0,2,10,0,10,4,4,2,0,2,10,1,9,4
4,0,1,1,12,10,2,0,0,1,4,1,2,1,1,0,0,1,4,1,1,0,1,0
4,1,0,3,4,3,1,0,1,0,4,3,1,0,1,0,1,0,4,3,1,0,1,0
0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,3,2,0,17,1,16,1,3,2,0,0,16,1,15,1,3,2,0,0,15,1,14,1
1,1,2,1,16,4,12,3,1,2,1,1,12,3,9,2,1,2,1,1,9,2,7,2
1,0,0,4,5,1,4,3,0,0,1,4,4,1,3,2,0,0,1,4,3,0,3,2
3,0,0,3,6,4,2,1,0,0,3,3,2,1,1,0,0,0,3,3,1,0,1,0
3,1,0,3,8,5,3,2,1,0,3,3,3,2,1,0,1,0,3,3,1,0,1,0
3,3,0,2,3,2,1,0,3,0,3,2,1,0,1,0,3,0,3,2,1,0,1,0
2,2,3,1,18,8,10,2,2,3,2,1,10,4,6,1,2,3,2,1,6,2,4,1
3,2,1,2,12,8,4,2,2,1,3,2,4,2,2,0,2,1,3,2,2,1,1,0
2,1,4,2,20,9,11,5,1,4,2,2,11,5,6,2,1,4,2,2,6,3,3,1
1,2,4,4,18,5,13,11,2,4,1,4,13,3,10,8,2,4,1,4,10,3,7,6
0,1,1,3,7,0,7,4,1,1,0,3,7,0,7,4,1,1,0,3,7,0,7,4
3,1,4,1,28,19,9,2,1,4,3,1,9,6,3,0,1,4,3,1,3,2,1,0
0,1,1,1,17,1,16,4,1,1,0,1,16,1,15,4,1,1,0,1,15,1,14,4
4,4,1,1,5,4,1,0,4,1,4,1,1,0,1,0,4,1,4,1,1,0,1,0
1,0,0,1,12,3,9,2,0,0,1,1,9,2,7,2,0,0,1,1,7,2,5,1
3,2,2,3,12,8,4,2,2,2,3,3,4,2,2,1,2,2,3,3,2,1,1,0
3,2,0,1,0,0,0,0,2,0,3,1,0,0,0,0,2,0,3,1,0,0,0,0
0,0,0,4,3,0,3,2,0,0,0,4,3,0,3,2,0,0,0,4,3,0,3,2
0,1,1,2,10,0,10,5,1,1,0,2,10,0,10,4,1,1,0,2,10,1,9,4
1,2,4,1,22,6,16,4,2,4,1,1,16,4,12,3,2,4,1,1,12,3,9,2
4,0,0,3,12,10,2,1,0,0,4,3,2,1,1,0,0,0,4,3,1,0,1,0
0,2,1,2,6,0,6,2,2,1,0,2,6,0,6,2,2,1,0,2,6,0,6,3
3,2,1,0,4,2,2,0,2,1,3,0,2,1,1,0,2,1,3,0,1,0,1,0
3,1,4,4,26,18,8,7,1,4,3,4,8,5,3,2,1,4,3,4,3,2,1,0
2,4,3,0,3,1,2,0,4,3,2,0,2,1,1,0,4,3,2,0,1,0,1,0
2,2,3,4,20,9,11,9,2,3,2,4,11,5,6,5,2,3,2,4,6,2,4,3
4,1,4,2,22,19,3,1,1,4,4,2,3,2,1,0,1,4,4,2,1,0,1,0
3,2,2,2,8,5,3,1,2,2,3,2,3,2,1,0,2,2,3,2,1,0,1,0
2,3,0,3,2,1,1,0,3,0,2,3,1,0,1,0,3,0,2,3,1,0,1,0
0,1,4,2,20,1,19,9,1,4,0,2,19,1,18,8,1,4,0,2,18,1,17,8
0,1,4,3,27,2,25,17,1,4,0,3,25,2,23,16,1,4,0,3,23,2,21,14
1,1,4,1,26,7,19,5,1,4,1,1,19,5,14,4,1,4,1,1,14,4,10,3
3,1,3,2,18,12,6,3,1,3,3,2,6,4,2,0,1,3,3,2,2,1,1,0
0,1,4,0,29,2,27,2,1,4,0,0,27,2,25,2,1,4,0,0,25,2,23,2
2,2,4,0,24,12,12,1,2,4,2,0,12,6,6,0,2,4,2,0,6,3,3,0
0,2,1,1,6,0,6,1,2,1,0,1,6,0,6,1,2,1,0,1,6,0,6,1
0,1,1,3,16,1,15,10,1,1,0,3,15,1,14,9,1,1,0,3,14,1,13,9
2,2,3,0,18,8,10,0,2,3,2,0,10,4,6,0,2,3,2,0,6,2,4,0
2,1,3,1,23,11,12,3,1,3,2,1,12,6,6,1,1,3,2,1,6,3,3,0
3,4,1,1,0,0,0,0,4,1,3,1,0,0,0,0,4,1,3,1,0,0,0,0
0,2,4,1,20,1,19,5,2,4,0,1,19,1,18,5,2,4,0,1,18,1,17,5
1,1,4,2,29,8,21,10,1,4,1,2,21,6,15,7,1,4,1,2,15,4,11,5
2,4,2,0,6,2,4,0,4,2,2,0,4,2,2,0,4,2,2,0,2,0,2,0
0,1,3,2,27,2,25,12,1,3,0,2,25,2,23,11,1,3,0,2,23,2,21,10
4,1,0,0,11,9,2,0,1,0,4,0,2,1,1,0,1,0,4,0,1,0,1,0
0,3,1,3,1,0,1,0,3,1,0,3,1,0,1,0,3,1,0,3,1,0,1,0
4,0,2,0,13,11,2,0,0,2,4,0,2,1,1,0,0,2,4,0,1,0,1,0
0,2,0,0,3,0,3,0,2,0,0,0,3,0,3,0,2,0,0,0,3,0,3,0
3,3,3,4,9,6,3,2,3,3,3,4,3,2,1,0,3,3,3,4,1,0,1,0
1,2,3,3,19,5,14,9,2,3,1,3,14,4,10,6,2,3,1,3,10,3,7,4
1,2,2,0,12,3,9,0,2,2,1,0,9,2,7,0,2,2,1,0,7,2,5,0
1,0,2,4,18,5,13,11,0,2,1,4,13,3,10,8,0,2,1,4,10,3,7,6
1,3,0,2,0,0,0,0,3,0,1,2,0,0,0,0,3,0,1,2,0,0,0,0
3,1,1,0,4,2,2,0,1,1,3,0,2,1,1,0,1,1,3,0,1,0,1,0
0,2,0,0,3,0,3,0,2,0,0,0,3,0,3,0,2,0,0,0,3,0,3,0
2,3,0,3,9,4,5,3,3,0,2,3,5,2,3,2,3,0,2,3,3,1,2,1
3,4,2,4,0,0,0,0,4,2,3,4,0,0,0,0,4,2,3,4,0,0,0,0
1,2,4,4,28,8,20,17,2,4,1,4,20,6,14,12,2,4,1,4,14,4,10,8
3,1,4,4,29,20,9,8,1,4,3,4,9,6,3,2,1,4,3,4,3,2,1,0
0,0,0,1,4,0,4,1,0,0,0,1,4,0,4,1,0,0,0,1,4,0,4,1
4,0,0,4,6,5,1,0,0,0,4,4,1,0,1,0,0,0,4,4,1,0,1,0
4,0,1,0,8,7,1,0,0,1,4,0,1,0,1,0,0,1,4,0,1,0,1,0
1,4,3,1,3,0,3,0,4,3,1,1,3,0,3,0,4,3,1,1,3,0,3,0
2,1,3,4,26,12,14,12,1,3,2,4,14,7,7,6,1,3,2,4,7,3,4,3
4,1,3,1,15,13,2,0,1,3,4,1,2,1,1,0,1,3,4,1,1,0,1,0
3,1,4,3,27,18,9,6,1,4,3,3,9,6,3,2,1,4,3,3,3,2,1,0
0,2,0,0,8,0,8,0,2,0,0,0,8,0,8,0,2,0,0,0,8,0,8,0
0,1,4,2,25,2,23,11,1,4,0,2,23,2,21,10,1,4,0,2,21,2,19,9
1,4,0,1,11,3,8,2,4,0,1,1,8,2,6,1,4,0,1,1,6,1,5,1
3,0,2,3,26,18,8,5,0,2,3,3,8,5,3,2,0,2,3,3,3,2,1,0
3,4,1,1,3,2,1,0,4,1,3,1,1,0,1,0,4,1,3,1,1,0,1,0
4,2,4,3,15,13,2,1,2,4,4,3,2,1,1,0,2,4,4,3,1,0,1,0
1,0,4,4,24,7,17,15,0,4,1,4,17,5,12,10,0,4,1,4,12,3,9,8
3,3,2,1,5,3,2,0,3,2,3,1,2,1,1,0,3,2,3,1,1,0,1,0
4,2,3,3,13,11,2,1,2,3,4,3,2,1,1,0,2,3,4,3,1,0,1,0
0,3,0,4,5,0,5,4,3,0,0,4,5,0,5,4,3,0,0,4,5,0,5,4
1,3,1,4,1,0,1,0,3,1,1,4,1,0,1,0,3,1,1,4,1,0,1,0
2,4,3,1,8,4,4,1,4,3,2,1,4,2,2,0,4,3,2,1,2,0,2,0
3,4,0,3,3,2,1,0,4,0,3,3,1,0,1,0,4,0,3,3,1,0,1,0
3,2,2,4,19,13,6,5,2,2,3,4,6,4,2,1,2,2,3,4,2,1,1,0
1,3,4,4,15,4,11,9,3,4,1,4,11,3,8,7,3,4,1,4,8,2,6,5
3,1,2,2,18,12,6,3,1,2,3,2,6,4,2,0,1,2,3,2,2,1,1,0
4,1,0,1,11,9,2,0,1,0,4,1,2,1,1,0,1,0,4,1,1,0,1,0
1,0,0,4,1,0,1,0,0,0,1,4,1,0,1,0,0,0,1,4,1,0,1,0
3,1,0,0,6,4,2,0,1,0,3,0,2,1,1,0,1,0,3,0,1,0,1,0
4,0,0,3,3,2,1,0,0,0,4,3,1,0,1,0,0,0,4,3,1,0,1,0
4,1,4,1,20,17,3,0,1,4,4,1,3,2,1,0,1,4,4,1,1,0,1,0
0,0,3,0,29,2,27,2,0,3,0,0,27,2,25,2,0,3,0,0,25,2,23,2
4,2,1,4,17,15,2,1,2,1,4,4,2,1,1,0,2,1,4,4,1,0,1,0
0,3,3,0,16,1,15,1,3,3,0,0,15,1,14,1,3,3,0,0,14,1,13,1
2,2,4,4,26,12,14,12,2,4,2,4,14,7,7,6,2,4,2,4,7,3,4,3
4,4,4,1,14,12,2,0,4,4,4,1,2,1,1,0,4,4,4,1,1,0,1,0
3,1,4,3,26,18,8,5,1,4,3,3,8,5,3,2,1,4,3,3,3,2,1,0
2,1,2,2,27,13,14,6,1,2,2,2,14,7,7,3,1,2,2,2,7,3,4,2
1,3,3,4,8,2,6,5,3,3,1,4,6,1,5,4,3,3,1,4,5,1,4,3
1,3,0,1,2,0,2,0,3,0,1,1,2,0,2,0,3,0,1,1,2,0,2,0
0,4,1,3,3,0,3,2,4,1,0,3,3,0,3,2,4,1,0,3,3,0,3,2
2,1,1,0,11,5,6,0,1,1,2,0,6,2,4,0,1,1,2,0,4,2,2,0
0,0,2,0,26,2,24,2,0,2,0,0,24,2,22,2,0,2,0,0,22,2,20,1
1,1,3,2,24,7,17,8,1,3,1,2,17,5,12,5,1,3,1,2,12,3,9,4
1,0,2,2,20,5,15,7,0,2,1,2,15,4,11,5,0,2,1,2,11,3,8,4
1,3,0,2,5,1,4,2,3,0,1,2,4,1,3,1,3,0,1,2,3,0,3,1
2,0,4,0,25,12,13,1,0,4,2,0,13,6,7,0,0,4,2,0,7,3,4,0
0,1,0,0,5,0,5,0,1,0,0,0,5,0,5,0,1,0,0,0,5,0,5,0
1,3,4,2,6,1,5,2,3,4,1,2,5,1,4,2,3,4,1,2,4,1,3,1
0,0,1,4,18,1,17,15,0,1,0,4,17,1,16,14,0,1,0,4,16,1,15,13
4,1,0,0,8,7,1,0,1,0,4,0,1,0,1,0,1,0,4,0,1,0,1,0
1,0,2,0,29,8,21,2,0,2,1,0,21,6,15,1,0,2,1,0,15,4,11,1
1,1,3,2,21,6,15,7,1,3,1,2,15,4,11,5,1,3,1,2,11,3,8,3
4,3,2,4,8,7,1,0,3,2,4,4,1,0,1,0,3,2,4,4,1,0,1,0
0,0,2,0,23,2,21,2,0,2,0,0,21,2,19,1,0,2,0,0,19,1,18,1
4,3,2,0,14,12,2,0,3,2,4,0,2,1,1,0,3,2,4,0,1,0,1,0
1,1,2,2,16,4,12,6,1,2,1,2,12,3,9,4,1,2,1,2,9,2,7,3
4,1,3,4,22,19,3,2,1,3,4,4,3,2,1,0,1,3,4,4,1,0,1,0
3,0,2,0,13,9,4,0,0,2,3,0,4,2,2,0,0,2,3,0,2,1,1,0
4,0,2,2,29,26,3,1,0,2,4,2,3,2,1,0,0,2,4,2,1,0,1,0
2,0,2,3,22,10,12,8,0,2,2,3,12,5,7,4,0,2,2,3,7,3,4,2
0,2,4,2,17,1,16,8,2,4,0,2,16,1,15,7,2,4,0,2,15,1,14,7
1,3,4,0,16,4,12,1,3,4,1,0,12,3,9,0,3,4,1,0,9,2,7,0
1,2,1,4,2,0,2,1,2,1,1,4,2,0,2,1,2,1,1,4,2,0,2,1
3,1,3,3,25,17,8,5,1,3,3,3,8,5,3,2,1,3,3,3,3,2,1,0
4,2,3,1,21,18,3,0,2,3,4,1,3,2,1,0,2,3,4,1,1,0,1,0
2,0,4,2,29,14,15,7,0,4,2,2,15,7,8,3,0,4,2,2,8,4,4,1
1,2,0,4,1,0,1,0,2,0,1,4,1,0,1,0,2,0,1,4,1,0,1,0
0,2,4,1,29,2,27,8,2,4,0,1,27,2,25,7,2,4,0,1,25,2,23,6
3,3,3,3,17,11,6,4,3,3,3,3,6,4,2,1,3,3,3,3,2,1,1,0
1,0,3,2,25,7,18,9,0,3,1,2,18,5,13,6,0,3,1,2,13,3,10,5
4,3,1,2,9,8,1,0,3,1,4,2,1,0,1,0,3,1,4,2,1,0,1,0
4,1,2,3,20,17,3,2,1,2,4,3,3,2,1,0,1,2,4,3,1,0,1,0
1,0,3,2,27,8,19,9,0,3,1,2,19,5,14,7,0,3,1,2,14,4,10,5
0,0,3,2,28,2,26,13,0,3,0,2,26,2,24,12,0,3,0,2,24,2,22,11
4,1,2,2,17,15,2,1,1,2,4,2,2,1,1,0,1,2,4,2,1,0,1,0
3,3,1,3,6,4,2,1,3,1,3,3,2,1,1,0,3,1,3,3,1,0,1,0
2,3,2,2,6,2,4,2,3,2,2,2,4,1,3,1,3,2,2,2,3,1,2,0
3,3,4,0,17,11,6,0,3,4,3,0,6,4,2,0,3,4,3,0,2,1,1,0
0,4,4,3,12,1,11,7,4,4,0,3,11,1,10,7,4,4,0,3,10,1,9,6
2,0,2,4,19,9,10,8,0,2,2,4,10,4,6,5,0,2,2,4,6,2,4,3
2,2,2,4,17,8,9,8,2,2,2,4,9,4,5,4,2,2,2,4,5,2,3,2
3,1,4,1,22,15,7,2,1,4,3,1,7,4,3,0,1,4,3,1,3,2,1,0
4,4,1,3,4,3,1,0,4,1,4,3,1,0,1,0,4,1,4,3,1,0,1,0
4,1,3,1,22,19,3,0,1,3,4,1,3,2,1,0,1,3,4,1,1,0,1,0
4,1,3,1,27,24,3,0,1,3,4,1,3,2,1,0,1,3,4,1,1,0,1,0
3,4,1,4,4,2,2,1,4,1,3,4,2,1,1,0,4,1,3,4,1,0,1,0
4,2,1,3,11,9,2,1,2,1,4,3,2,1,1,0,2,1,4,3,1,0,1,0
2,4,4,0,16,8,8,0,4,4,2,0,8,3,5,0,4,4,2,0,5,2,3,0
4,2,1,3,10,9,1,0,2,1,4,3,1,0,1,0,2,1,4,3,1,0,1,0
3,4,4,1,15,10,5,1,4,4,3,1,5,3,2,0,4,4,3,1,2,1,1,0
1,3,4,3,21,6,15,10,3,4,1,3,15,4,11,7,3,4,1,3,11,3,8,5
2,1,4,4,28,13,15,13,1,4,2,4,15,7,8,7,1,4,2,4,8,3,5,4
0,4,1,3,7,0,7,4,4,1,0,3,7,0,7,4,4,1,0,3,7,0,7,4
0,3,2,0,4,0,4,0,3,2,0,0,4,0,4,0,3,2,0,0,4,0,4,0
2,4,4,3,8,3,5,3,4,4,2,3,5,2,3,2,4,4,2,3,3,1,2,1
4,4,1,3,1,0,1,0,4,1,4,3,1,0,1,0,4,1,4,3,1,0,1,0
1,2,0,3,0,0,0,0,2,0,1,3,0,0,0,0,2,0,1,3,0,0,0,0
4,4,3,0,14,12,2,0,4,3,4,0,2,1,1,0,4,3,4,0,1,0,1,0
0,4,3,3,6,0,6,4,4,3,0,3,6,0,6,4,4,3,0,3,6,0,6,4
1,4,0,3,4,1,3,2,4,0,1,3,3,0,3,2,4,0,1,3,3,0,3,2
2,3,3,0,4,1,3,0,3,3,2,0,3,1,2,0,3,3,2,0,2,0,2,0
3,4,4,1,6,4,2,0,4,4,3,1,2,1,1,0,4,4,3,1,1,0,1,0
2,2,2,0,17,8,9,0,2,2,2,0,9,4,5,0,2,2,2,0,5,2,3,0
3,1,1,2,9,6,3,1,1,1,3,2,3,2,1,0,1,1,3,2,1,0,1,0
1,1,3,1,23,6,17,5,1,3,1,1,17,5,12,3,1,3,1,1,12,3,9,2
3,2,0,3,11,7,4,2,2,0,3,3,4,2,2,1,2,0,3,3,2,1,1,0
2,2,2,2,14,6,8,3,2,2,2,2,8,3,5,2,2,2,2,2,5,2,3,1
0,4,3,4,1,0,1,0,4,3,0,4,1,0,1,0,4,3,0,4,1,0,1,0
1,0,4,0,29,8,21,2,0,4,1,0,21,6,15,1,0,4,1,0,15,4,11,1
1,3,4,4,18,5,13,11,3,4,1,4,13,3,10,9,3,4,1,4,10,3,7,6
0,0,4,3,28,2,26,18,0,4,0,3,26,2,24,16,0,4,0,3,24,2,22,15
1,4,1,3,11,3,8,5,4,1,1,3,8,2,6,4,4,1,1,3,6,1,5,3
0,2,1,1,14,1,13,3,2,1,0,1,13,1,12,3,2,1,0,1,12,1,11,3
4,3,3,3,17,15,2,1,3,3,4,3,2,1,1,0,3,3,4,3,1,0,1,0
0,4,1,1,11,1,10,3,4,1,0,1,10,1,9,2,4,1,0,1,9,0,9,2
4,4,4,1,19,17,2,0,4,4,4,1,2,1,1,0,4,4,4,1,1,0,1,0
3,3,1,0,12,8,4,0,3,1,3,0,4,2,2,0,3,1,3,0,2,1,1,0
0,2,1,2,8,0,8,3,2,1,0,2,8,0,8,4,2,1,0,2,8,0,8,4
0,0,1,4,13,1,12,10,0,1,0,4,12,1,11,9,0,1,0,4,11,1,10,9
0,2,0,0,9,0,9,0,2,0,0,0,9,0,9,0,2,0,0,0,9,0,9,0
4,4,4,0,1,0,1,0,4,4,4,0,1,0,1,0,4,4,4,0,1,0,1,0
4,4,1,0,12,10,2,0,4,1,4,0,2,1,1,0,4,1,4,0,1,0,1,0
2,0,2,3,22,10,12,8,0,2,2,3,12,5,7,4,0,2,2,3,7,3,4,2
0,0,2,1,24,2,22,6,0,2,0,1,22,2,20,6,0,2,0,1,20,2,18,5
2,2,3,3,15,7,8,5,2,3,2,3,8,4,4,2,2,3,2,3,4,1,3,2
0,1,0,1,6,0,6,1,1,0,0,1,6,0,6,1,1,0,0,1,6,0,6,1
0,3,2,0,7,0,7,0,3,2,0,0,7,0,7,0,3,2,0,0,7,0,7,0
0,0,2,2,20,2,18,9,0,2,0,2,18,1,17,8,0,2,0,2,17,1,16,8
1,0,1,2,14,4,10,5,0,1,1,2,10,3,7,3,0,1,1,2,7,2,5,2
2,0,1,4,13,6,7,6,0,1,2,4,7,3,4,3,0,1,2,4,4,1,3,2
4,0,4,0,28,25,3,0,0,4,4,0,3,2,1,0,0,4,4,0,1,0,1,0
3,1,0,2,7,4,3,1,1,0,3,2,3,2,1,0,1,0,3,2,1,0,1,0
0,1,3,1,21,2,19,5,1,3,0,1,19,1,18,5,1,3,0,1,18,1,17,5
1,0,2,4,22,6,16,14,0,2,1,4,16,4,12,10,0,2,1,4,12,3,9,8
3,0,0,2,7,4,3,1,0,0,3,2,3,2,1,0,0,0,3,2,1,0,1,0
3,2,2,0,16,11,5,0,2,2,3,0,5,3,2,0,2,2,3,0,2,1,1,0
4,0,3,1,23,20,3,0,0,3,4,1,3,2,1,0,0,3,4,1,1,0,1,0
2,2,2,1,19,9,10,2,2,2,2,1,10,5,5,1,2,2,2,1,5,2,3,0
1,0,0,0,15,4,11,1,0,0,1,0,11,3,8,0,0,0,1,0,8,2,6,0
3,4,3,2,15,10,5,2,4,3,3,2,5,3,2,0,4,3,3,2,2,1,1,0
0,3,4,0,14,1,13,1,3,4,0,0,13,1,12,1,3,4,0,0,12,1,11,1
3,2,4,0,25,17,8,0,2,4,3,0,8,5,3,0,2,4,3,0,3,2,1,0
1,3,0,2,4,1,3,1,3,0,1,2,3,0,3,1,3,0,1,2,3,0,3,1
2,4,2,2,3,1,2,0,4,2,2,2,2,1,1,0,4,2,2,2,1,0,1,0
2,1,0,2,11,5,6,2,1,0,2,2,6,2,4,1,1,0,2,2,4,1,3,1
0,4,1,0,3,0,3,0,4,1,0,0,3,0,3,0,4,1,0,0,3,0,3,0
4,1,0,1,5,4,1,0,1,0,4,1,1,0,1,0,1,0,4,1,1,0,1,0
1,4,1,0,3,0,3,0,4,1,1,0,3,0,3,0,4,1,1,0,3,0,3,0
0,0,2,1,22,2,20,6,0,2,0,1,20,2,18,5,0,2,0,1,18,1,17,5
1,3,4,4,13,3,10,9,3,4,1,4,10,3,7,6,3,4,1,4,7,2,5,4
4,2,4,0,25,22,3,0,2,4,4,0,3,2,1,0,2,4,4,0,1,0,1,0
3,3,2,3,11,7,4,2,3,2,3,3,4,2,2,1,3,2,3,3,2,1,1,0
4,4,0,4,10,8,2,1,4,0,4,4,2,1,1,0,4,0,4,4,1,0,1,0
3,2,0,2,8,5,3,1,2,0,3,2,3,2,1,0,2,0,3,2,1,0,1,0
4,3,2,4,11,9,2,1,3,2,4,4,2,1,1,0,3,2,4,4,1,0,1,0
3,1,3,2,26,18,8,3,1,3,3,2,8,5,3,1,1,3,3,2,3,2,1,0
0,3,2,1,8,0,8,2,3,2,0,1,8,0,8,2,3,2,0,1,8,0,8,2
4,2,2,1,13,11,2,0,2,2,4,1,2,1,1,0,2,2,4,1,1,0,1,0
3,4,0,1,5,3,2,0,4,0,3,1,2,1,1,0,4,0,3,1,1,0,1,0
2,0,0,3,8,4,4,2,0,0,2,3,4,2,2,1,0,0,2,3,2,0,2,1
4,2,0,1,4,3,1,0,2,0,4,1,1,0,1,0,2,0,4,1,1,0,1,0
1,4,1,2,9,2,7,3,4,1,1,2,7,2,5,2,4,1,1,2,5,1,4,2
2,1,1,1,13,6,7,2,1,1,2,1,7,3,4,1,1,1,2,1,4,1,3,0
4,2,2,4,16,14,2,1,2,2,4,4,2,1,1,0,2,2,4,4,1,0,1,0
4,0,2,3,21,18,3,2,0,2,4,3,3,2,1,0,0,2,4,3,1,0,1,0
3,0,1,1,11,7,4,1,0,1,3,1,4,2,2,0,0,1,3,1,2,1,1,0
1,0,0,2,11,3,8,3,0,0,1,2,8,2,6,2,0,0,1,2,6,1,5,2
3,0,2,3,15,10,5,3,0,2,3,3,5,3,2,1,0,2,3,3,2,1,1,0
4,3,2,2,16,14,2,1,3,2,4,2,2,1,1,0,3,2,4,2,1,0,1,0
3,0,0,1,4,2,2,0,0,0,3,1,2,1,1,0,0,0,3,1,1,0,1,0
0,0,2,2,25,2,23,11,0,2,0,2,23,2,21,10,0,2,0,2,21,2,19,9
1,3,4,2,8,2,6,3,3,4,1,2,6,1,5,2,3,4,1,2,5,1,4,2
2,1,1,0,7,3,4,0,1,1,2,0,4,2,2,0,1,1,2,0,2,0,2,0
0,3,2,1,13,1,12,3,3,2,0,1,12,1,11,3,3,2,0,1,11,1,10,2
0,3,1,4,6,0,6,5,3,1,0,4,6,0,6,5,3,1,0,4,6,0,6,5
0,3,3,2,21,2,19,9,3,3,0,2,19,1,18,9,3,3,0,2,18,1,17,8
4,2,1,1,16,14,2,0,2,1,4,1,2,1,1,0,2,1,4,1,1,0,1,0
0,1,3,2,27,2,25,12,1,3,0,2,25,2,23,11,1,3,0,2,23,2,21,10
3,0,0,3,12,8,4,2,0,0,3,3,4,2,2,1,0,0,3,3,2,1,1,0
4,1,4,1,29,26,3,0,1,4,4,1,3,2,1,0,1,4,4,1,1,0,1,0
2,4,2,1,2,1,1,0,4,2,2,1,1,0,1,0,4,2,2,1,1,0,1,0
1,1,2,2,19,5,14,6,1,2,1,2,14,4,10,5,1,2,1,2,10,3,7,3
2,3,4,0,14,6,8,0,3,4,2,0,8,4,4,0,3,4,2,0,4,1,3,0
2,3,0,1,2,1,1,0,3,0,2,1,1,0,1,0,3,0,2,1,1,0,1,0
0,3,3,3,10,1,9,6,3,3,0,3,9,0,9,6,3,3,0,3,9,0,9,6
2,1,3,1,16,7,9,2,1,3,2,1,9,4,5,1,1,3,2,1,5,2,3,0
1,3,4,1,18,5,13,3,3,4,1,1,13,3,10,3,3,4,1,1,10,3,7,2
4,4,0,4,7,6,1,0,4,0,4,4,1,0,1,0,4,0,4,4,1,0,1,0
3,3,2,3,12,8,4,2,3,2,3,3,4,2,2,1,3,2,3,3,2,1,1,0
1,1,0,1,2,0,2,0,1,0,1,1,2,0,2,0,1,0,1,1,2,0,2,0
2,4,2,0,2,0,2,0,4,2,2,0,2,0,2,0,4,2,2,0,2,1,1,0
3,2,2,0,14,9,5,0,2,2,3,0,5,3,2,0,2,2,3,0,2,1,1,0
1,2,2,4,21,6,15,13,2,2,1,4,15,4,11,9,2,2,1,4,11,3,8,7
3,0,0,3,4,2,2,1,0,0,3,3,2,1,1,0,0,0,3,3,1,0,1,0
3,3,4,0,11,7,4,0,3,4,3,0,4,2,2,0,3,4,3,0,2,1,1,0
2,0,4,1,29,14,15,4,0,4,2,1,15,7,8,2,0,4,2,1,8,3,5,1
0,4,1,3,11,1,10,6,4,1,0,3,10,1,9,6,4,1,0,3,9,0,9,6
2,2,2,0,15,7,8,0,2,2,2,0,8,3,5,0,2,2,2,0,5,2,3,0
0,4,0,2,2,0,2,0,4,0,0,2,2,0,2,1,4,0,0,2,2,0,2,0
2,1,3,3,19,9,10,6,1,3,2,3,10,5,5,3,1,3,2,3,5,2,3,2
2,1,2,2,16,8,8,4,1,2,2,2,8,4,4,1,1,2,2,2,4,2,2,1
0,4,0,2,6,0,6,3,4,0,0,2,6,0,6,2,4,0,0,2,6,0,6,3
2,2,1,4,9,4,5,4,2,1,2,4,5,2,3,2,2,1,2,4,3,1,2,1
